MLV_ID,Nombre,Precio_Numerico,Score,Opiniones,Ventas_Estimadas,Visitas_10dias,EnvioGratis,Vendedor_Nombre,Vendedor_Estatus,Vendedor_Seguidores,Vendedor_Productos,Vendedor_Ventas,Vendedor_Recomendacion,Vendedor_AniosML,Vendedor_Link,Ubicacion_Tienda,Categoria,Subcategorias,Categorias,Marca,Modelo,Especificaciones,Imagen,Link_Producto,Google_Breakout_Vendedor,DeepExtracted,Synced_At
MLV799809796,Cable #12 Thhn 100% Cobre 7 Pelos 50 Mts Blanco,44.5,4.8,210,500,0,Sí,MAJU37576,MercadoLíder Platinum,740,500,10000,99,10,https://www.mercadolibre.com.ve/pagina/maju37576,"Barquisimeto, Lara",Construcción,Electricidad > Cables y Accesorios > Cables Eléctricos,Construcción > Electricidad > Cables y Accesorios > Cables Eléctricos,Troen,N/A,Marca: Troen | Tipo de cable: Construcción/Electricidad | Largo del cable: 50 m | Color de la cubierta: Blanco | Tipo de envase: Rollo | Material de la cubierta: PVC anti-flama | Materiales del conductor: Bronce | Es inflamable: No,https://http2.mlstatic.com/D_NQ_NP_2X_949565-MLV76937309928_062024-F.webp,https://articulo.mercadolibre.com.ve/MLV-799809796-cable-12-thhn-100-cobre-7-pelos-50-mts-blanco-_JM,https://www.google.com/search?q=%22MAJU37576%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:30:49.834Z
MLV817417092,Bloques Mini Lego Bricks Armable Figuras Colección Juegos 160,2,4.8,192,1000,0,Sí,SCAROLA IMPORT,N/A,4100,500,50000,98,6,https://www.mercadolibre.com.ve/pagina/scarolaimport,"Mun. Sucre (este), Distrito Capital",Juegos y Juguetes,Juegos de Construcción > Bloques y Figuras para Armar,Juegos y Juguetes > Juegos de Construcción > Bloques y Figuras para Armar,BRICKS,Q50,"Marca: BRICKS | Línea: Q50 | Modelo: Q50 | Cantidad de piezas: 160 | Presentación: Caja | Colección: Bricks | Materiales del juguete: Plástico | Formas de las piezas: Cuadros | Componentes del juguete: Mapa, Piezas | Edad mínima recomendada: 7 años | Es coleccionable: Sí | Personajes: Batman, Charizard, Dinosaurio, Goku, Hello Kitty, Iroman, Kuromi, Luigi, Mario, Micky Mouse, Naruto, Pikachu, Spiderman, Stich, Tom, novia de stich | Es magnético: No",https://http2.mlstatic.com/D_NQ_NP_2X_797837-MLV101489579984_122025-F.webp,https://articulo.mercadolibre.com.ve/MLV-817417092-bloques-mini-lego-bricks-armable-figuras-coleccion-juegos-160-_JM,https://www.google.com/search?q=%22SCAROLA%20IMPORT%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:30:50.273Z
MLV725952444,Tarjeta Madre H61 Lga1155 Intel 2da/3ra 6usb/ddr3/hdmi/m2 Negro,39.99,4.8,345,500,0,Sí,CHIMENEAS PLUS,MercadoLíder Platinum,2900,100,10000,98,14,https://www.mercadolibre.com.ve/pagina/chimeneasplus7765,"Valencia (Valencia), Carabobo",Computación,Componentes de PC > Tarjetas > Tarjetas Madre,Computación > Componentes de PC > Tarjetas > Tarjetas Madre,1155,H61,Marca: 1155 | Línea: 1155 h61 | Modelo: H61 | Versión: VGA HDMI | Color: Negro | Plataforma: Intel | Socket: 1155 | Tipo de memoria RAM: DDR3 1333 hasta 1600/ 12800 | Capacidad máxima soportada de la memoria RAM: 32 GB,https://http2.mlstatic.com/D_NQ_NP_2X_723006-MLV53838214717_022023-F.webp,https://articulo.mercadolibre.com.ve/MLV-725952444-tarjeta-madre-h61-lga1155-intel-2da3ra-6usbddr3hdmim2-negro-_JM,https://www.google.com/search?q=%22CHIMENEAS%20PLUS%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:30:51.154Z
MLV718898763,Monitor Crt 19 Led Hd Cr419 Vga/hdmi Negro Negro,62.22,4.8,160,500,0,Sí,CRTecnológicas,MercadoLíder Platinum,1800,100,10000,100,4,https://www.mercadolibre.com.ve/tienda/crtecnologicas,"Mun. Chacao (norte), Distrito Capital",Computación,Monitores y Accesorios > Monitores,Computación > Monitores y Accesorios > Monitores,CRT,Cr419,"Marca: CRT | Modelo: Cr419 | Color: Negro | Voltaje: 120V | Es portátil: No | Tamaño de la pantalla: 19 "" | Tipo de pantalla: LED | Tipo de resolución: HD | Frecuencia de actualización recomendada: 60 Hz | Frecuencia máxima de actualización: 60 Hz | Tamaño de la pantalla: 19 "" | Tipo de resolución: HD",https://http2.mlstatic.com/D_NQ_NP_2X_690840-MLV111572252254_062026-F.webp,https://articulo.mercadolibre.com.ve/MLV-718898763-monitor-crt-19-led-hd-cr419-vgahdmi-negro-negro-_JM,https://www.google.com/search?q=%22CRTecnol%C3%B3gicas%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:30:51.592Z
MLV724386101,Kingston Memoria Ram Ddr3 8gb 1600mhz Computadora Intel Amd,35.89,4.9,1192,1000,0,Sí,BIT404 MARKET,MercadoLíder Platinum,2400,500,10000,99,11,https://www.mercadolibre.com.ve/pagina/bit404market,Mun. Libertador (,Computación,Componentes de PC > Memorias RAM,Computación > Componentes de PC > Memorias RAM,Kingston,KVR16N11/8G,"Marca: Kingston | Línea: DDR3-1600MHz | Modelo: KVR16N11/8G | Módulos de memoria RAM: 1 | Capacidad total del módulo de memoria RAM: 8 GB | Capacidad individual: 8 GB | Tipo de memoria RAM: DDR3 | Formato de la memoria RAM: UDIMM | Velocidad de la memoria RAM: 1,6 GHz | Modelo detallado: KVR16N11/8G | Latencia CAS: 11 | Tasa de transferencia: 12,8 GB/s | Capacidad total: 8 GB | Formato: UDIMM | Velocidad: 1.6 GHz",https://http2.mlstatic.com/D_NQ_NP_2X_675967-MLV54981889250_042023-F.webp,https://articulo.mercadolibre.com.ve/MLV-724386101-kingston-memoria-ram-ddr3-8gb-1600mhz-computadora-intel-amd-_JM,https://www.google.com/search?q=%22BIT404%20MARKET%22%20Venezuela%20Mun.%20Libertador%20(%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-16T23:31:05.728Z
MLV760128822,Memoria Ram Kingston Ddr2 2gb 667/800mhz Pc,11.99,4.8,389,1000,0,Sí,TECNOTIENDAS 07,MercadoLíder Platinum,1000,100,10000,98,16,https://www.mercadolibre.com.ve/pagina/tecnotiendas.075292,"Mun. Libertador (Centro), Distrito Capital",Computación,Componentes de PC > Memorias RAM,Computación > Componentes de PC > Memorias RAM,Kingston,KTH-XW4400C6/2G,"Marca: Kingston | Modelo: KTH-XW4400C6/2G | Capacidad total del módulo de memoria RAM: 2 GB | Capacidad individual: 2 GB | Velocidad de transferencia de datos de memoria RAM: 51 GB/s | Formato de la memoria RAM: SODIMM | Velocidad de la memoria RAM: 667 MHz | Modelo detallado: Kingston | Voltaje de alimentación: 1.8V | Latencia CAS: 6 | Tasa de transferencia: 6,4 GB/s | Capacidad total: 2 GB | Formato: SODIMM | Velocidad: 667 MHz",https://http2.mlstatic.com/D_NQ_NP_2X_659293-MLV97855720669_112025-F.webp,https://articulo.mercadolibre.com.ve/MLV-760128822-memoria-ram-kingston-ddr2-2gb-667800mhz-pc-_JM,https://www.google.com/search?q=%22TECNOTIENDAS%2007%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:30:52.780Z
MLV529212853,Fuente De Poder One 650w (pso-650w) Negro,21.99,4.8,1029,1000,0,Sí,Vendido por AP.SISTEMAS,MercadoLíder Gold,N/A,5,5000,100,20,https://listado.mercadolibre.com.ve/_CustId_84394456,"Cagua, Aragua",Computación,Componentes de PC > Fuentes de Poder > Fuentes,Computación > Componentes de PC > Fuentes de Poder > Fuentes,One,650W,"Marca: One | Modelo: 650W | Potencia de salida: 650 W | Color: Negro | Diámetro del ventilador: 12 cm | Eficiencia energética: A | Largo: 14 cm | Frecuencia: 50 Hz / 60 Hz | Tipo de modulación: Permanente | Con corrección activa del factor de potencia: Sí | Conectividad: 6 pines, MOLEX, SATA | Voltaje de entrada: 110 | Protecciones: Protección de sobre potencia. Protección de sobre voltaje. Protección contra corto circuito. | Tipo de refrigeración de la fuente: Aire | Factor de forma: ATX | Incluye accesorios: Sí | Accesorios incluidos: Cable de alimentación | Altura de la fuente de alimentación para PC x Ancho de la fuente de alimentación para PC: 8.6 cm x 15 cm | Peso de la fuente de alimentación para PC: 1,1 kg | Con iluminación RGB: No",https://http2.mlstatic.com/D_NQ_NP_2X_948552-MLV54960829557_042023-F.webp,https://articulo.mercadolibre.com.ve/MLV-529212853-fuente-de-poder-one-650w-pso-650w-negro-_JM,https://www.google.com/search?q=%22Vendido%20por%20AP.SISTEMAS%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:30:53.221Z
MLV738748594,Mouse Inalámbrico Recargable Bluetooth 2.4ghz 1600dpi Negro,7.99,4.8,572,1000,0,Sí,CHIMENEAS PLUS,MercadoLíder Platinum,2900,100,10000,98,14,https://www.mercadolibre.com.ve/pagina/chimeneasplus7765,"Valencia (Valencia), Carabobo",Computación,Periféricos de PC > Mouses y Teclados > Mouses,Computación > Periféricos de PC > Mouses y Teclados > Mouses,Mouse Inalámbrico,Bluetooth Recargable,Marca: Mouse Inalámbrico | Línea: banda 2.4ghz | Modelo: Bluetooth Recargable | Color: Negro | Tipo de sensor: Óptico | Tecnología del sensor: Blue LED | Resolución del sensor: 1.600 dpi | Con cable: Sí | Tipo de mouse: Bluetooth | Sistemas operativos compatibles: MOUSE RECARGABLE INALAMBRICO | Es inalámbrico: Sí | Velocidad máxima: 1.200 ips | Cantidad de botones: 3 | Orientación de la mano: Ambidiestro | Con Bluetooth: Sí | Tipo de mouse: Bluetooth | Resolución del sensor: 1600 dpi | Tipo de sensor: Óptico | Es inalámbrico: Sí,https://http2.mlstatic.com/D_NQ_NP_2X_866128-MLV106017599291_012026-F.webp,https://articulo.mercadolibre.com.ve/MLV-738748594-mouse-inalambrico-recargable-bluetooth-24ghz-1600dpi-negro-_JM,https://www.google.com/search?q=%22CHIMENEAS%20PLUS%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:30:53.661Z
MLV788150610,Tarjeta Madre H61 1155 Motherboar Negro,40.99,4.8,381,500,0,Sí,zonahardware,MercadoLíder Platinum,600,25,1000,100,9,https://www.mercadolibre.com.ve/pagina/zonahardware,"Valencia (Valencia), Carabobo",Computación,Componentes de PC > Tarjetas > Tarjetas Madre,Computación > Componentes de PC > Tarjetas > Tarjetas Madre,OEM,B75,Marca: OEM | Línea: OEM | Modelo: B75 | Color: Negro | Plataforma: Intel | Socket: Socket 1155 | Factor de forma: Micro-ATX | Tipo de memoria RAM: DDR3 | Capacidad máxima soportada de la memoria RAM: 16 GB,https://http2.mlstatic.com/D_NQ_NP_2X_948329-MLV85866726484_062025-F.webp,https://articulo.mercadolibre.com.ve/MLV-788150610-tarjeta-madre-h61-1155-motherboar-negro-_JM,https://www.google.com/search?q=%22zonahardware%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:30:54.083Z
MLV828864004,Mouse Inalambrico Rgb Recargable Para Laptop Pc Computadora,5,4.8,364,500,0,Sí,Cactus,MercadoLíder Platinum,1800,100,10000,98,10,https://www.mercadolibre.com.ve/tienda/cactus,"Mun. Libertador (Noreste), Distrito Capital",Computación,Periféricos de PC > Mouses y Teclados > Mouses,Computación > Periféricos de PC > Mouses y Teclados > Mouses,Genérico,Wireless,"Marca: Genérico | Modelo: Wireless | Tipo de sensor: Óptico | Tecnología del sensor: Óptico | Con Bluetooth: Sí | Tipo de mouse: Trackball | Sistemas operativos compatibles: Android, Linux, Windows, iOS | Es inalámbrico: Sí | Orientación de la mano: Diestro | Con cable: No | Tipo de mouse: Trackball | Es inalámbrico: Sí | Tipo de sensor: Óptico",https://http2.mlstatic.com/D_NQ_NP_2X_922471-MLV83290552445_032025-F.webp,https://articulo.mercadolibre.com.ve/MLV-828864004-mouse-inalambrico-rgb-recargable-para-laptop-pc-computadora-_JM,https://www.google.com/search?q=%22Cactus%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:30:54.506Z
MLV743470420,Memoria Ram Pc 2gb Ddr2 Pc2-5300 667mhz Pc2-6400 800mhz,12.59,4.8,203,500,0,Sí,eGlobalPC,MercadoLíder Platinum,850,100,10000,99,10,https://www.mercadolibre.com.ve/pagina/eglobalpcca,"Naguanagua (Naguanagua), Carabobo",Computación,Componentes de PC > Memorias RAM,Computación > Componentes de PC > Memorias RAM,Crucial,f,"Marca: Crucial | Línea: PC2 | Modelo: f | Módulos de memoria RAM: 1 x 2 GB | Capacidad total del módulo de memoria RAM: 2 GB | Capacidad individual: 2 GB | Altura: 1,2 cm | Velocidad de transferencia de datos de memoria RAM: 5 GB/s | Con AMD EXPO: No | Con disipador de calor: No | Velocidad probada: 667 MHz | Latencia probada: 55515 | Tipo de memoria RAM: DDR2 SDRAM | Formato de la memoria RAM: DIMM | Velocidad de la memoria RAM: 667 MHz | Con memoria gráfica ECC: No | Formato de venta: Unidad | Modelo detallado: CT102464BF667B.C16FPD | Voltaje de alimentación: 1.8V | Latencia CAS: 5 | Capacidad total: 2 GB | Formato: DIMM | Velocidad: 667 MHz | Frecuencia: DDR2-667 Mhz",https://http2.mlstatic.com/D_NQ_NP_2X_785338-MLV95611352508_102025-F.webp,https://articulo.mercadolibre.com.ve/MLV-743470420-memoria-ram-pc-2gb-ddr2-pc2-5300-667mhz-pc2-6400-800mhz-_JM,https://www.google.com/search?q=%22eGlobalPC%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:30:55.824Z
MLV763280075,Teclado Alámbrico Con Cable Usb Para Pc Color Negro,6.5,4.8,141,500,0,Sí,Vendido por MGAPCARACAS,N/A,N/A,50,1000,98,8,https://listado.mercadolibre.com.ve/_CustId_322731310,"Mun. Sucre (norte), Distrito Capital",Computación,Periféricos de PC > Mouses y Teclados > Teclados > Físicos,Computación > Periféricos de PC > Mouses y Teclados > Teclados > Físicos,VISION TECH,k886,"Marca: VISION TECH | Modelo: k886 | Profundidad del teclado: 3,4 cm | Es resistente a salpicaduras: Sí | Con cable removible: No | Largo del cable: 1,8 m | Altura del teclado: 15,5 cm | Ancho del teclado: 37,5 cm | Arquitectura: QWERTY | Con retroiluminación: No | Con pantalla: No | Es teclado numérico: No | Tecnología de switch: Tradicional | Es inalámbrico: No | Conectividad: USB-A | Frecuencia de sondeo: 1.000 Hz | Es hot-swappable: No | Tamaño del teclado: Full size | Incluye accesorios: No | Color Del Teclado: Gris oscuro | Idioma: Español de Latinoamérica",https://http2.mlstatic.com/D_NQ_NP_2X_732593-MLV114529964619_072026-F.webp,https://articulo.mercadolibre.com.ve/MLV-763280075-teclado-alambrico-con-cable-usb-para-pc-color-negro-_JM,https://www.google.com/search?q=%22Vendido%20por%20MGAPCARACAS%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:30:56.235Z
MLV582635225,Mouse Inalambrico Usb Recargable Para Laptop Pc Computadora,4.99,4.8,330,1000,0,Sí,77 Innovación,MercadoLíder Platinum,10100,100,100000,98,14,https://www.mercadolibre.com.ve/tienda/77-innovacion,"Mun. Sucre (norte), Distrito Capital",Computación,Periféricos de PC > Mouses y Teclados > Mouses,Computación > Periféricos de PC > Mouses y Teclados > Mouses,Generic,Oficina,"Marca: Generic | Modelo: Oficina | Tipo de sensor: Láser | Tecnología del sensor: Blue Wave | Resolución del sensor: 1.500 dpi | Con Bluetooth: No | Con cable: No | Tipo de mouse: Inalámbrico | Sistemas operativos compatibles: Android, Mac, Windows 10, Windows 7 | Es inalámbrico: Sí | Velocidad máxima: 3.000 ips | Cantidad de botones: 4 | Orientación de la mano: Ambidiestro | Tipo de mouse: Inalámbrico | Resolución del sensor: 1500 dpi | Tipo de sensor: Láser | Es inalámbrico: Sí",https://http2.mlstatic.com/D_NQ_NP_2X_677409-MLV111352888522_052026-F.webp,https://articulo.mercadolibre.com.ve/MLV-582635225-mouse-inalambrico-usb-recargable-para-laptop-pc-computadora-_JM,https://www.google.com/search?q=%2277%20Innovaci%C3%B3n%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:30:56.715Z
MLV750042614,Protector Regulador Voltaje 110v Aparatos Eléctricos Computa,5.99,4.8,277,500,0,Sí,Vendido por MEDBLAN,MercadoLíder Platinum,N/A,500,10000,100,10,https://listado.mercadolibre.com.ve/_CustId_212240580,"Mun. Chacao (norte), Distrito Capital",Computación,Protectores y UPS > Reguladores,Computación > Protectores y UPS > Reguladores,V-TEC,YY-C2G2,Marca: V-TEC | Línea: Optima | Modelo: YY-C2G2 | Potencia pico: 125VA | Voltaje de entrada: 110V | Voltaje de salida: 110V | Denominación de voltaje: Bivolt | Rango de voltaje de entrada: 90 | Rango de voltaje de entrada CA: 130 | Voltaje de entrada: 110V | Potencia pico: 125VA,https://http2.mlstatic.com/D_NQ_NP_2X_871179-MLV110514432571_042026-F.webp,https://articulo.mercadolibre.com.ve/MLV-750042614-protector-regulador-voltaje-110v-aparatos-electricos-computa-_JM,https://www.google.com/search?q=%22Vendido%20por%20MEDBLAN%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:30:57.126Z
MLV705350174,Disco Duro Solido Addlink S20 120gb Ssd 2.5 Sata 3 6gb/s Negro,41.99,4.9,193,100,0,Sí,ZTC3000,MercadoLíder Platinum,730,100,10000,99,10,https://www.mercadolibre.com.ve/pagina/ztc3000,"Mun. Libertador (Oeste), Distrito Capital",Computación,Almacenamiento > Discos y Accesorios > Discos Duros y Externos,Computación > Almacenamiento > Discos y Accesorios > Discos Duros y Externos,Addlink,S20,"Marca: Addlink | Línea: S20 | Modelo: S20 | Color: Negro | Ancho: 10 cm | Profundidad: 6,35 cm | Capacidad: 120 GB | Tipo de almacenamiento del disco: SSD | Ubicación del disco rígido y SSD: Interno | Factor de forma del disco rígido y SSD: 2.5 "" | Capacidad: 120 GB | Factor de forma: 2.5 """,https://http2.mlstatic.com/D_NQ_NP_2X_753471-MLV109949955562_042026-F.webp,https://articulo.mercadolibre.com.ve/MLV-705350174-disco-duro-solido-addlink-s20-120gb-ssd-25-sata-3-6gbs-negro-_JM,https://www.google.com/search?q=%22ZTC3000%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:30:57.744Z
MLV762149983,Mouse Usb Optico Lenovo 3 Botones 1200 Dpi Negroi,2.55,4.9,102,500,0,Sí,CHIMENEASPLUS,MercadoLíder Platinum,1800,100,10000,98,14,https://www.mercadolibre.com.ve/pagina/chimeneasplus,"Valencia (Valencia), Carabobo",Computación,Periféricos de PC > Mouses y Teclados > Mouses,Computación > Periféricos de PC > Mouses y Teclados > Mouses,mouse Lenovo,Mouse Usb,"Marca: mouse Lenovo | Línea: MOUSE | Modelo: Mouse Usb | Color: NEGROI | Tipo de sensor: Óptico | Tecnología del sensor: Óptico | Resolución del sensor: 1.000 dpi | Tipo de mouse: Convencional | Sistemas operativos compatibles: Linx, Windows 10, Windows 7 | Es inalámbrico: No | Velocidad máxima: 1.000 ips | Cantidad de botones: 3 | Con Bluetooth: No | Con cable: Sí | Tipo de mouse: Convencional | Resolución del sensor: 1000 dpi | Tipo de sensor: Óptico | Es inalámbrico: No",https://http2.mlstatic.com/D_NQ_NP_2X_705723-MLV84673742990_052025-F.webp,https://articulo.mercadolibre.com.ve/MLV-762149983-mouse-usb-optico-lenovo-3-botones-1200-dpi-negroi-_JM,https://www.google.com/search?q=%22CHIMENEASPLUS%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:30:58.154Z
MLV717959215,Memoria Ram Kingston Ddr2 2gb 800mhz Pc Escritorio Intel Amd,14.95,4.9,621,1000,0,Sí,BIT404 MARKET,MercadoLíder Platinum,2400,500,10000,99,11,https://www.mercadolibre.com.ve/pagina/bit404market,Mun. Libertador (,Computación,Componentes de PC > Memorias RAM,Computación > Componentes de PC > Memorias RAM,Kingston,Kvr800d2n6,Marca: Kingston | Línea: DDR2-800MHz | Modelo: Kvr800d2n6 | Capacidad total del módulo de memoria RAM: 2 GB | Capacidad individual: 2 GB | Tipo de memoria RAM: DDR2 | Formato de la memoria RAM: UDIMM RAM | Velocidad de la memoria RAM: 800 MHz | Modelo detallado: Kingston Technology | Capacidad total: 2 GB | Formato: UDIMM RAM | Velocidad: 800 MHz,https://http2.mlstatic.com/D_NQ_NP_2X_973299-MLV50361777426_062022-F.webp,https://articulo.mercadolibre.com.ve/MLV-717959215-memoria-ram-kingston-ddr2-2gb-800mhz-pc-escritorio-intel-amd-_JM,https://www.google.com/search?q=%22BIT404%20MARKET%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:30:58.586Z
MLV556703872,Fuente De Poder One 650w Micro Atx Slim (pso-650w-s) Negro,21.99,4.8,213,500,0,Sí,Vendido por AP.SISTEMAS,MercadoLíder Gold,N/A,5,5000,100,20,https://listado.mercadolibre.com.ve/_CustId_84394456,"Cagua, Aragua",Computación,Componentes de PC > Fuentes de Poder > Fuentes,Computación > Componentes de PC > Fuentes de Poder > Fuentes,One,650W,Marca: One | Modelo: 650W | Potencia de salida: 650 W | Color: Negro | Diámetro del ventilador: 8 cm | Eficiencia energética: B | Con iluminación RGB: No,https://http2.mlstatic.com/D_NQ_NP_2X_943644-MLV109445205785_032026-F.webp,https://articulo.mercadolibre.com.ve/MLV-556703872-fuente-de-poder-one-650w-micro-atx-slim-pso-650w-s-negro-_JM,https://www.google.com/search?q=%22Vendido%20por%20AP.SISTEMAS%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:30:59.028Z
MLV465781406,Cornetas Speakers Pc Black Mp3 Amplificadas 300w Computadora,7.5,4.7,100,500,0,Sí,SOMOS TODODESDEMIAMI,MercadoLíder Platinum,540,100,5000,100,12,https://www.mercadolibre.com.ve/pagina/somostododesdemiami,"Mun. Chacao (norte), Distrito Capital",Computación,Periféricos de PC > Cornetas,Computación > Periféricos de PC > Cornetas,Genérica,N/A,Marca: Genérica | Voltaje: 12V | Cantidad de cornetas: 2 | Con luces LED: No | Con modo manos libres: No | Con controladores DJ integrados: No | Con función karaoke: No | Con efecto de voz: No | Con radio: No | Es portátil: No | Es inalámbrico: No | Es gamer: No | Potencia de salida (RMS): 5 W | Incluye batería recargable: No | Con micrófono: No | Incluye soporte: No | Lugares de colocación: pc y laptop | Es a prueba de agua: No | Tipos de alimentación: usb y plug | Incluye batería recargable: No | Con luces LED: No,https://http2.mlstatic.com/D_NQ_NP_2X_832220-MLV98472823005_112025-F.webp,https://articulo.mercadolibre.com.ve/MLV-465781406-cornetas-speakers-pc-black-mp3-amplificadas-300w-computadora-_JM,https://www.google.com/search?q=%22SOMOS%20TODODESDEMIAMI%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:30:59.555Z
